"Timestamp";"P_predicted";"Price";"PriceLuminusBuy";"EstSOC";"EstUsage";"EstPowerBalance";"ChargeBattFromGrid"
"28/11/2025 18:30:00";"0";"98,49";"0,2478808092";"17,71";"800";"-800";"False"
"28/11/2025 18:45:00";"0";"94,35";"0,243413418";"15,71";"800";"-800";"False"
"28/11/2025 19:00:00";"0";"103,5";"0,253287";"13,58";"850";"-850";"False"
"28/11/2025 19:15:00";"0";"95,78";"0,24495650239999997";"11,46";"850";"-850";"False"
"28/11/2025 19:30:00";"0";"91,36";"0,2401869688";"9,33";"850";"-850";"False"
"28/11/2025 19:45:00";"0";"82,31";"0,2304212948";"7,21";"850";"-850";"True"
"28/11/2025 20:00:00";"0";"101,79";"0,2514417732";"4,91";"920";"-920";"False"
"28/11/2025 20:15:00";"0";"86,98";"0,2354605984";"4";"920";"-920";"False"
"28/11/2025 20:30:00";"0";"83,8";"0,23202912400000003";"4";"920";"-920";"True"
"28/11/2025 20:45:00";"0";"76,1";"0,223720208";"4";"920";"-920";"True"
"28/11/2025 21:00:00";"0";"89,99";"0,23870862919999997";"4";"850";"-850";"False"
"28/11/2025 21:15:00";"0";"88,01";"0,23657205080000004";"4";"850";"-850";"False"
"28/11/2025 21:30:00";"0";"84,73";"0,23303266840000003";"4";"850";"-850";"True"
"28/11/2025 21:45:00";"0";"73,92";"0,2213678136";"4";"850";"-850";"True"
"28/11/2025 22:00:00";"0";"90,41";"0,23916184280000002";"4";"700";"-700";"False"
"28/11/2025 22:15:00";"0";"84,33";"0,23260103640000004";"4";"700";"-700";"True"
"28/11/2025 22:30:00";"0";"87,54";"0,23606488320000005";"4";"700";"-700";"False"
"28/11/2025 22:45:00";"0";"76,44";"0,2240870952";"4";"700";"-700";"True"
"28/11/2025 23:00:00";"0";"85";"0,23332402000000002";"4";"600";"-600";"True"
"28/11/2025 23:15:00";"0";"76,8";"0,22447556400000002";"4";"600";"-600";"True"
"28/11/2025 23:30:00";"0";"75,38";"0,2229432704";"4";"600";"-600";"True"
"28/11/2025 23:45:00";"0";"71,52";"0,2187780216";"4";"600";"-600";"True"
"29/11/2025 00:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 00:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 00:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 00:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 01:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 01:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 01:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 01:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 02:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 02:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 02:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 02:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 03:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 03:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 03:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 03:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 04:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 04:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 04:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 04:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 05:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 05:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 05:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 05:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 06:00:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 06:15:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 06:30:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 06:45:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 07:00:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 07:15:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 07:30:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 07:45:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 08:00:00";"0";;"0,14160222000000003";"4";"650";"-650";"True"
"29/11/2025 08:15:00";"0";;"0,14160222000000003";"4";"650";"-650";"True"
"29/11/2025 08:30:00";"5";;"0,14160222000000003";"4";"650";"-645";"True"
"29/11/2025 08:45:00";"47";;"0,14160222000000003";"4";"650";"-603";"True"
"29/11/2025 09:00:00";"64";;"0,14160222000000003";"4";"820";"-756";"True"
"29/11/2025 09:15:00";"110";;"0,14160222000000003";"4";"820";"-710";"True"
"29/11/2025 09:30:00";"148";;"0,14160222000000003";"4";"820";"-672";"True"
"29/11/2025 09:45:00";"180";;"0,14160222000000003";"4";"820";"-640";"True"
"29/11/2025 10:00:00";"239";;"0,14160222000000003";"4";"850";"-611";"True"
"29/11/2025 10:15:00";"265";;"0,14160222000000003";"4";"850";"-585";"True"
"29/11/2025 10:30:00";"296";;"0,14160222000000003";"4";"850";"-554";"True"
"29/11/2025 10:45:00";"354";;"0,14160222000000003";"4";"850";"-496";"True"
"29/11/2025 11:00:00";"404";;"0,14160222000000003";"4";"920";"-516";"True"
"29/11/2025 11:15:00";"437";;"0,14160222000000003";"4";"920";"-483";"True"
"29/11/2025 11:30:00";"473";;"0,14160222000000003";"4";"920";"-447";"True"
"29/11/2025 11:45:00";"504";;"0,14160222000000003";"4";"920";"-416";"True"
"29/11/2025 12:00:00";"522";;"0,14160222000000003";"4";"900";"-378";"True"
"29/11/2025 12:15:00";"546";;"0,14160222000000003";"4";"900";"-354";"True"
"29/11/2025 12:30:00";"561";;"0,14160222000000003";"4";"900";"-339";"True"
"29/11/2025 12:45:00";"570";;"0,14160222000000003";"4";"900";"-330";"True"
"29/11/2025 13:00:00";"577";;"0,14160222000000003";"4";"900";"-323";"True"
"29/11/2025 13:15:00";"554";;"0,14160222000000003";"4";"900";"-346";"True"
"29/11/2025 13:30:00";"527";;"0,14160222000000003";"4";"900";"-373";"True"
"29/11/2025 13:45:00";"495";;"0,14160222000000003";"4";"900";"-405";"True"
"29/11/2025 14:00:00";"462";;"0,14160222000000003";"4";"800";"-338";"True"
"29/11/2025 14:15:00";"400";;"0,14160222000000003";"4";"800";"-400";"True"
"29/11/2025 14:30:00";"335";;"0,14160222000000003";"4";"800";"-465";"True"
"29/11/2025 14:45:00";"292";;"0,14160222000000003";"4";"800";"-508";"True"
"29/11/2025 15:00:00";"262";;"0,14160222000000003";"4";"660";"-398";"True"
"29/11/2025 15:15:00";"224";;"0,14160222000000003";"4";"660";"-436";"True"
"29/11/2025 15:30:00";"196";;"0,14160222000000003";"4";"660";"-464";"True"
"29/11/2025 15:45:00";"155";;"0,14160222000000003";"4";"660";"-505";"True"
"29/11/2025 16:00:00";"119";;"0,14160222000000003";"4";"600";"-481";"True"
"29/11/2025 16:15:00";"77";;"0,14160222000000003";"4";"600";"-523";"True"
"29/11/2025 16:30:00";"12";;"0,14160222000000003";"4";"600";"-588";"True"
"29/11/2025 16:45:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 17:00:00";"0";;"0,14160222000000003";"4";"950";"-950";"True"
"29/11/2025 17:15:00";"0";;"0,14160222000000003";"4";"950";"-950";"True"
"29/11/2025 17:30:00";"0";;"0,14160222000000003";"4";"950";"-950";"True"
"29/11/2025 17:45:00";"0";;"0,14160222000000003";"4";"950";"-950";"True"
"29/11/2025 18:00:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 18:15:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 18:30:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 18:45:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 19:00:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 19:15:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 19:30:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 19:45:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 20:00:00";"0";;"0,14160222000000003";"4";"920";"-920";"True"
"29/11/2025 20:15:00";"0";;"0,14160222000000003";"4";"920";"-920";"True"
"29/11/2025 20:30:00";"0";;"0,14160222000000003";"4";"920";"-920";"True"
"29/11/2025 20:45:00";"0";;"0,14160222000000003";"4";"920";"-920";"True"
"29/11/2025 21:00:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 21:15:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 21:30:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 21:45:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 22:00:00";"0";;"0,14160222000000003";"4";"700";"-700";"True"
"29/11/2025 22:15:00";"0";;"0,14160222000000003";"4";"700";"-700";"True"
"29/11/2025 22:30:00";"0";;"0,14160222000000003";"4";"700";"-700";"True"
"29/11/2025 22:45:00";"0";;"0,14160222000000003";"4";"700";"-700";"True"
"29/11/2025 23:00:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 23:15:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 23:30:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 23:45:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
