"Timestamp";"P_predicted";"Price";"PriceAverage";"PricePercentile";"PriceLuminusBuy";"EstSOC";"EstUsage";"EstPowerBalance";"ChargeBattFromGrid";"ChargeBattFromGrid100"
"13/12/2025 09:00:00";"104";"102,95";"94,61";"92,11";"0,252693506";"20,4";"820";"-716";"False";"0"
"13/12/2025 09:15:00";"267";"101,35";"94,83";"103,43";"0,250966978";"19,02";"820";"-553";"True";"100"
"13/12/2025 09:30:00";"414";"99,99";"95,19";"106,74";"0,2494994292";"18";"820";"-406";"True";"100"
"13/12/2025 09:45:00";"578";"96,79";"95,6";"108,54";"0,24604637320000003";"17,4";"820";"-242";"True";"100"
"13/12/2025 10:00:00";"789";"100,87";"96,02";"102,88";"0,2504490196";"17,24";"850";"-61";"True";"100"
"13/12/2025 10:15:00";"1000";"97,37";"96,39";"106,43";"0,2466722396";"17,62";"850";"150";"False";"0"
"13/12/2025 10:30:00";"1228";"93,43";"96,82";"111,08";"0,2424206644";"18,56";"850";"378";"False";"0"
"13/12/2025 10:45:00";"1449";"88,9";"97,27";"115,55";"0,237532432";"20,06";"850";"599";"False";"0"
"13/12/2025 11:00:00";"1639";"94,58";"97,69";"110";"0,24366160639999998";"21,86";"920";"719";"False";"0"
"13/12/2025 11:15:00";"1804";"92,9";"98,22";"112,83";"0,24184875200000003";"24,07";"920";"884";"False";"0"
"13/12/2025 11:30:00";"1941";"90,52";"98,55";"113,27";"0,23928054159999998";"26,62";"920";"1021";"False";"0"
"13/12/2025 11:45:00";"2058";"84,14";"98,74";"110,31";"0,23239601120000003";"29,47";"920";"1138";"False";"0"
"13/12/2025 12:00:00";"2155";"91,51";"98,97";"112,65";"0,24034883080000002";"32,6";"900";"1255";"False";"0"
"13/12/2025 12:15:00";"2246";"86,39";"99,13";"111,03";"0,2348239412";"35,97";"900";"1346";"False";"0"
"13/12/2025 12:30:00";"2312";"86,43";"99,29";"107,98";"0,2348671044";"39,5";"900";"1412";"False";"0"
"13/12/2025 12:45:00";"2343";"83,69";"99,26";"102,28";"0,23191042520000002";"43,11";"900";"1443";"False";"0"
"13/12/2025 13:00:00";"2343";"86,51";"99,31";"111,38";"0,2349534308";"46,72";"900";"1443";"False";"0"
"13/12/2025 13:15:00";"2288";"84,37";"99,42";"103,53";"0,23264419960000002";"50,18";"900";"1388";"False";"0"
"13/12/2025 13:30:00";"2202";"83,97";"99,54";"96,74";"0,23221256759999997";"53,44";"900";"1302";"False";"0"
"13/12/2025 13:45:00";"2094";"84,88";"99,56";"91,39";"0,2331945304";"56,42";"900";"1194";"False";"0"
"13/12/2025 14:00:00";"1968";"78,98";"99,53";"96,74";"0,22682795840000003";"59,34";"800";"1168";"False";"0"
"13/12/2025 14:15:00";"1806";"81,6";"99,75";"91,47";"0,22965514800000003";"61,86";"800";"1006";"False";"0"
"13/12/2025 14:30:00";"1582";"90,83";"100";"85,38";"0,23961505640000003";"63,82";"800";"782";"False";"0"
"13/12/2025 14:45:00";"1335";"97,7";"99,89";"85,28";"0,24702833600000004";"65,15";"800";"535";"False";"0"
"13/12/2025 15:00:00";"1085";"92,11";"99,4";"90";"0,2409962788";"66,22";"660";"425";"False";"0"
"13/12/2025 15:15:00";"840";"103,43";"99,29";"88,27";"0,25321146440000003";"66,66";"660";"180";"False";"0"
"13/12/2025 15:30:00";"613";"106,74";"98,83";"84,62";"0,2567832192";"66,55";"660";"-47";"False";"0"
"13/12/2025 15:45:00";"432";"108,54";"98,13";"84,05";"0,25872556320000006";"65,98";"660";"-228";"False";"0"
"13/12/2025 16:00:00";"288";"102,88";"96,98";"86,04";"0,2526179704";"65,2";"600";"-312";"False";"0"
"13/12/2025 16:15:00";"85";"106,43";"96,79";"86,04";"0,25644870440000006";"63,91";"600";"-515";"False";"0"
"13/12/2025 16:30:00";"5";"111,08";"96,47";"86,04";"0,2614664264";"62,42";"600";"-595";"False";"0"
"13/12/2025 16:45:00";"0";"115,55";"95,97";"89,38";"0,266289914";"60,92";"600";"-600";"False";"0"
"13/12/2025 17:00:00";"0";"110";"95,27";"89,38";"0,26030102";"58,55";"950";"-950";"False";"0"
"13/12/2025 17:15:00";"0";"112,83";"94,72";"89,38";"0,26335481639999997";"56,17";"950";"-950";"False";"0"
"13/12/2025 17:30:00";"0";"113,27";"94,02";"89,38";"0,2638296116";"53,8";"950";"-950";"False";"0"
"13/12/2025 17:45:00";"0";"110,31";"93,25";"89,38";"0,2606355348";"51,42";"950";"-950";"False";"0"
"13/12/2025 18:00:00";"0";"112,65";"92,54";"87,46";"0,26316058200000003";"48,42";"1200";"-1200";"False";"0"
"13/12/2025 18:15:00";"0";"111,03";"91,67";"87,46";"0,26141247240000004";"45,42";"1200";"-1200";"False";"0"
"13/12/2025 18:30:00";"0";"107,98";"90,79";"87,46";"0,2581212784";"42,42";"1200";"-1200";"False";"0"
"13/12/2025 18:45:00";"0";"102,28";"89,97";"87,46";"0,2519705224";"39,42";"1200";"-1200";"False";"0"
"13/12/2025 19:00:00";"0";"111,38";"89,36";"87,46";"0,26179015040000003";"37,05";"950";"-950";"False";"0"
"13/12/2025 19:15:00";"0";"103,53";"88,2";"81,95";"0,2533193724";"34,67";"950";"-950";"False";"0"
"13/12/2025 19:30:00";"0";"96,74";"87,34";"81,95";"0,2459924192";"32,3";"950";"-950";"False";"0"
"13/12/2025 19:45:00";"0";"91,39";"86,79";"81,95";"0,2402193412";"29,92";"950";"-950";"False";"0"
"13/12/2025 20:00:00";"0";"96,74";"86,5";"85,28";"0,2459924192";"27,62";"920";"-920";"False";"0"
"13/12/2025 20:15:00";"0";"91,47";"85,82";"90";"0,24030566759999997";"25,32";"920";"-920";"False";"0"
"13/12/2025 20:30:00";"0";"85,38";"85,42";"90";"0,23373407040000002";"23,02";"920";"-920";"True";"100"
"13/12/2025 20:45:00";"0";"85,28";"85,42";"88,27";"0,23362616240000003";"20,72";"920";"-920";"True";"100"
"13/12/2025 21:00:00";"0";"90";"85,43";"84,62";"0,23871942000000002";"18,6";"850";"-850";"False";"0"
"13/12/2025 21:15:00";"0";"88,27";"85,02";"84,05";"0,2368526116";"16,47";"850";"-850";"False";"0"
"13/12/2025 21:30:00";"0";"84,62";"84,69";"86,04";"0,23291396960000002";"14,35";"850";"-850";"True";"100"
"13/12/2025 21:45:00";"0";"84,05";"84,7";"86,04";"0,23229889400000003";"12,22";"850";"-850";"True";"100"
"13/12/2025 22:00:00";"0";"86,04";"84,78";"89,38";"0,23444626320000003";"10,47";"700";"-700";"True";"100"
"13/12/2025 22:15:00";"0";"89,38";"84,6";"87,46";"0,23805039039999998";"8,72";"700";"-700";"False";"0"
"13/12/2025 22:30:00";"0";"87,46";"83,8";"81,95";"0,2359785568";"6,97";"700";"-700";"False";"0"
"13/12/2025 22:45:00";"0";"81,95";"83,07";"88,7";"0,230032826";"5,22";"700";"-700";"True";"100"
"13/12/2025 23:00:00";"0";"88,7";"83,36";"88,7";"0,23731661600000004";"4";"600";"-600";"False";"0"
"13/12/2025 23:15:00";"0";"88,68";"81,57";"88,68";"0,23729503440000002";"4";"600";"-600";"False";"0"
"13/12/2025 23:30:00";"0";"84,37";"78,02";"84,37";"0,23264419960000002";"4";"600";"-600";"False";"0"
"13/12/2025 23:45:00";"0";"71,67";"71,67";"71,67";"0,21893988360000002";"4";"600";"-600";"False";"0"
"14/12/2025 00:00:00";"0";;"0";"71,67";"0,14160222000000003";"4";"550";"-550";"True";"100"
"14/12/2025 00:15:00";"0";;"0";"71,67";"0,14160222000000003";"4";"550";"-550";"True";"100"
"14/12/2025 00:30:00";"0";;"0";"71,67";"0,14160222000000003";"4";"550";"-550";"True";"100"
"14/12/2025 00:45:00";"0";;"0";"71,67";"0,14160222000000003";"4";"550";"-550";"True";"100"
"14/12/2025 01:00:00";"0";;"0";"71,67";"0,14160222000000003";"4";"550";"-550";"True";"100"
"14/12/2025 01:15:00";"0";;"0";"71,67";"0,14160222000000003";"4";"550";"-550";"True";"100"
"14/12/2025 01:30:00";"0";;"0";"71,67";"0,14160222000000003";"4";"550";"-550";"True";"100"
"14/12/2025 01:45:00";"0";;"0";"71,67";"0,14160222000000003";"4";"550";"-550";"True";"100"
"14/12/2025 02:00:00";"0";;"0";"71,67";"0,14160222000000003";"4";"550";"-550";"True";"100"
